Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,target
7ySUcLPVX7KudhnmNcgY2D,5pKCCKE2ajJHZ9KAiaK11H,S&M,Loud (Japan Version),Rihanna,2010-01-01,243600,85,spotify:user:kelsey2701,2021-07-11T00:02:31Z,"barbadian pop,pop,urban contemporary",0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,4,1
3A2yGHWIzmGEIolwonU69h,37hAfseJWi0G3Scife12Il,Act Up,Girl Code,City Girls,2018-11-16,158332,69,spotify:user:kelsey2701,2021-07-11T00:02:48Z,"scam rap,trap queen",0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,4,1
0CAfXk7DXMnon4gLudAp7J,"0jnsk9HBra6NMjO2oANoPY,3aQeKQSyrW4qWr35idm0cy",Low (feat. T-Pain),Mail on Sunday,"Flo Rida,T-Pain",2008-03-17,231400,85,spotify:user:kelsey2701,2021-07-11T00:03:05Z,"dance pop,miami hip hop,pop,pop rap,gangster rap,hip hop,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,4,1
3AjyOYxBv8bByfBtG5o9dP,5YGY8feqx7naU7z4HrwZM6,See You Again,Meet Miley Cyrus,Miley Cyrus,2007-06-26,190453,74,spotify:user:kelsey2701,2021-07-11T00:03:18Z,pop,0.692,0.911,9,-5.098,0,0.177,0.015,7.71e-05,0.112,0.8,138.975,4,1
5MYFw4T2gy52pOGBN4EYHS,26s8LSolLfCIY88ysQbIuT,Stay Fly,Most Known Unknown (Explicit),Three 6 Mafia,2005-09-27,236600,71,spotify:user:kelsey2701,2021-07-11T00:03:27Z,"crunk,dirty south rap,gangster rap,memphis hip hop,southern hip hop,tennessee hip hop,trap",0.789,0.881,11,-5.758,1,0.0331,0.109,0.0,0.355,0.647,133.299,4,1
0fgZUSa7D7aVvv3GfO0A1n,"0f5nVCcR06GX8Qikz0COtT,7bXgB6jMjp9ATFy66eO08Z,5ZS223C6JyBfXasXxrRqOk",Post to Be (feat. Chris Brown & Jhene Aiko),Sex Playlist,"Omarion,Chris Brown,Jhené Aiko",2014-12-02,226580,72,spotify:user:kelsey2701,2021-07-11T00:03:39Z,"dance pop,hip pop,r&b,rap,southern hip hop,trap,urban contemporary",0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,4,1
6IaieqiCVvsNvEt6Y7yOFa,"246dkjvS1zLTtiykXe5h60,0hCNtLu0JehylgoiP8L4Gh",Ball For Me (feat. Nicki Minaj),beerbongs & bentleys,"Post Malone,Nicki Minaj",2018-04-27,206266,69,spotify:user:kelsey2701,2021-07-11T00:03:46Z,"dfw rap,melodic rap,pop,rap,hip pop,queens hip hop",0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206,4,1
6n9yCXvLhnYMgJIiIcMu7D,6deZN1bslXzeGvOLaLMOIF,Rockstar,All the Right Reasons (Special Edition),Nickelback,2005-09-26,252040,68,spotify:user:kelsey2701,2021-07-11T00:03:55Z,"alternative metal,canadian rock,post-grunge",0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072,4,1
4DuUwzP4ALMqpquHU0ltAB,2LIk90788K0zvyj2JJVwkJ,Tyler Herro,Tyler Herro,Jack Harlow,2020-10-22,156497,67,spotify:user:kelsey2701,2021-07-11T00:04:21Z,"deep underground hip hop,kentucky hip hop,pop rap,rap",0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,4,1
6qMXubogFdMrvVMJwqATzd,"0HjYETXAvcL6mzaKjAmH2K,1dfpwerOGBId6qD7LVwpoB",Jordan Belfort,Jordan Belfort,"Wes Walker,Dyl",2015-08-26,207911,66,spotify:user:kelsey2701,2021-07-11T00:04:35Z,,0.86,0.719,11,-4.325,0,0.33,0.125,0.0,0.0799,0.496,160.049,4,1
1H7KnK26kc1YyellpbINEn,"0eDvMgVFoNV3TpwtrVCoTj,3q7HBObVc0L8jNeTe5Gofh,757aE44tKEUQEqRuT6GnEB",The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,"Pop Smoke,50 Cent,Roddy Ricch",2020-07-03,201600,74,spotify:user:kelsey2701,2021-07-11T00:04:42Z,"brooklyn drill,rap,east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,melodic rap,trap",0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,4,1
5YJtMNWKe55yr49cyJgxva,0N0d3kjwdY2h7UVuTdJGfp,Everytime We Touch,Everytime We Touch (Premium Edition),Cascada,2010-02-12,197124,78,spotify:user:kelsey2701,2021-07-11T00:04:57Z,"eurodance,europop,german techno,melbourne bounce international",0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,4,1
2zsWRxMcUdGjj8TnWkVKw0,100sLnojEpcadRx4edEBA6,Hypnotic,Kicker,Zella Day,2015-01-01,176786,65,spotify:user:kelsey2701,2021-07-11T00:05:07Z,"alt z,electropop,gauze pop,indie poptimism",0.637,0.724,6,-5.151,0,0.0403,0.119,0.0,0.299,0.414,80.982,4,1
6nQdrzI6jqsIqYT7D6YLZW,"7DuTB6wdzqFJGFLSH17k8e,181bsRPaVXVlUKXrxwZfHK",Bestie (feat. Megan Thee Stallion),Bestie (feat. Megan Thee Stallion),"Bhad Bhabie,Megan Thee Stallion",2019-05-03,139678,49,spotify:user:kelsey2701,2021-07-11T00:05:16Z,"trap queen,viral rap,houston rap,pop,r&b,rap",0.903,0.662,1,-4.242,1,0.286,0.0823,0.0,0.19,0.684,101.975,4,1
74lnM5V6ecvoTPV0fvptx9,"2rhFzFmezpnW82MNqEKVry,4MCBfE4596Uoi2O4DtmEMz",Nuketown (feat. Juice WRLD),STOKELEY,"Ski Mask The Slump God,Juice WRLD",2018-11-30,166400,76,spotify:user:kelsey2701,2021-07-11T00:05:28Z,"hip hop,miami hip hop,pop rap,rap,trap,underground hip hop,chicago rap,melodic rap",0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,4,1
1a7WZZZH7LzyvorhpOJFTe,"4MCBfE4596Uoi2O4DtmEMz,4O15NlyKLIASxsJ0PrXPfz",Wasted (feat. Lil Uzi Vert),Goodbye & Good Riddance,"Juice WRLD,Lil Uzi Vert",2018-12-10,258475,78,spotify:user:kelsey2701,2021-07-11T00:05:36Z,"chicago rap,melodic rap,rap,hip hop,philly rap,rage rap",0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,4,1
3ETODIaJJowBKL0mgSrBjy,4VQjfdCN5W8jvwy4AvEnin,Swerve,Playground,Sad Frosty,2019-11-15,96000,50,spotify:user:kelsey2701,2021-07-11T00:05:50Z,meme rap,0.769,0.828,1,-4.183,1,0.354,0.239,0.0,0.0687,0.683,154.684,4,1
3DWjFSDEQ9IWz1mj449fB7,0eDvMgVFoNV3TpwtrVCoTj,Get Back,Meet The Woo 2,Pop Smoke,2020-02-07,108160,75,spotify:user:kelsey2701,2021-07-11T00:05:54Z,"brooklyn drill,rap",0.798,0.649,9,-6.546,1,0.306,0.0746,1.34e-05,0.517,0.566,142.006,4,1
7m97yKVzPpXV9Z4ezEziOD,"3nFkdlSjzX9mRTtwJOzDYB,6ZhjJOJXXwnPS8PrXdmjLw",Big Pimpin',Vol. 3... Life And Times Of S. Carter,"JAY-Z,UGK",1999-12-28,283066,74,spotify:user:kelsey2701,2021-07-11T00:06:03Z,"east coast hip hop,gangster rap,hip hop,pop rap,rap,dirty south rap",0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,4,1
6TVYfpUgrhL06qWlljUW5L,6cK3NBO6uP7hh0oyuVELFl,Trick,ICY,Saweetie,2019-03-29,158869,32,spotify:user:kelsey2701,2021-07-11T00:06:18Z,"cali rap,trap queen",0.722,0.631,3,-7.696,0,0.274,0.0719,0.00406,0.174,0.599,177.996,4,1
1Ser4X0TKttOvo8bgdytTP,7iZtZyCzp3LItcw1wtPI3D,Come Get Her,SremmLife,Rae Sremmurd,2015-01-06,212946,77,spotify:user:kelsey2701,2021-07-11T00:06:35Z,"melodic rap,mississippi hip hop,pop rap,rap,trap",0.689,0.564,2,-6.226,1,0.136,0.187,0.0,0.0721,0.123,185.023,4,1
4AYX69oFP3UOS1CFmV9UfO,"2iojnBLj0qIMiKPvVhLnsH,0hCNtLu0JehylgoiP8L4Gh",Bottoms Up (feat. Nicki Minaj),"Passion, Pain & Pleasure (Deluxe Version)","Trey Songz,Nicki Minaj",2010-09-14,242013,75,spotify:user:kelsey2701,2021-07-11T00:06:44Z,"dance pop,r&b,southern hip hop,trap,urban contemporary,hip pop,pop,queens hip hop,rap",0.844,0.601,1,-5.283,1,0.157,0.0205,0.0,0.385,0.331,73.989,4,1
4NOZ35Dhucr6UlVyLOtktd,"5P2rwRBgIN450RaJxdjYdA,0z4gvV4rjIZ9wHck67ucSV",Dangerous,Not 4 Sale,"Kardinal Offishall,Akon",2008-01-01,246053,77,spotify:user:kelsey2701,2021-07-11T00:07:02Z,"canadian old school hip hop,dance pop",0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,4,1
0srwKuJPH8yBzzFUJMBQM2,5LHRHt1k9lMyONurDHEdrp,Rack City,Careless World: Rise Of The Last King,Tyga,2012-01-01,203200,71,spotify:user:kelsey2701,2021-07-11T00:07:21Z,"hip hop,pop rap,rap,trap",0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986,4,1
5D2mYZuzcgjpchVY1pmTPh,"3q7HBObVc0L8jNeTe5Gofh,5YBSzuCs7WaFKNr7Bky0Uf",Candy Shop,The Massacre,"50 Cent,Olivia",2005-03-03,209106,84,spotify:user:kelsey2701,2021-07-11T00:07:36Z,"east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,rap",0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,5,1
5rb9QrpfcKFHM1EUbSIurX,"23zg3TcAtWQy7J6upgbUnj,7sfl4Xt5KmfyDs2T3SVSMK,3ipn9JLAPI5GUEo4y4jcoi",Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),"USHER,Lil Jon,Ludacris",2004-03-23,250373,89,spotify:user:kelsey2701,2021-07-11T00:07:38Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary,crunk,dirty south rap,old school atlanta hip hop,pop rap,southern hip hop,trap,hip hop",0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4,1
2d8JP84HNLKhmd6IYOoupQ,6PXS4YHDkKvl1wkIl4V8DL,Trap Queen,Fetty Wap (Deluxe),Fetty Wap,2015-09-25,222093,78,spotify:user:kelsey2701,2021-07-11T00:07:49Z,"new jersey rap,pop rap,rap,southern hip hop,trap",0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,4,1
79s5XnCN4TJKTVMSmOx8Ep,0eDvMgVFoNV3TpwtrVCoTj,Dior,Meet The Woo,Pop Smoke,2019-07-26,216386,83,spotify:user:kelsey2701,2021-07-11T00:07:54Z,"brooklyn drill,rap",0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,4,1
005lwxGU1tms6HGELIcUv9,6jJ0s89eD6GaHleKKya26X,I Kissed A Girl,One Of The Boys,Katy Perry,2008-06-17,179640,74,spotify:user:kelsey2701,2021-07-11T00:08:05Z,pop,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,4,1
0CW7rRkUR71iI0jDvDZt24,0hCNtLu0JehylgoiP8L4Gh,Roman Holiday,Pink Friday ... Roman Reloaded (Deluxe),Nicki Minaj,2012-01-01,245706,48,spotify:user:kelsey2701,2021-07-11T00:08:23Z,"hip pop,pop,queens hip hop,rap",0.8,0.742,1,-6.21,1,0.0968,0.0305,7.98e-05,0.192,0.401,128.078,4,1
5DOR49R0fehoBmyNL8m4sN,5IcR3N7QB1j6KBL8eImZ8m,Hell Of A Night,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01,272453,61,spotify:user:kelsey2701,2021-07-11T00:09:03Z,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap",0.652,0.836,2,-7.179,0,0.153,0.377,0.0,0.138,0.162,123.946,4,1
5NuhZIx47GxB5DAXg8jWHN,0wSIyRIXxXiOBCIV0TyXZH,Addicted to My Ex,Addicted to My Ex,M City JR,2016-06-24,223074,60,spotify:user:kelsey2701,2021-07-11T00:09:22Z,viral trap,0.83,0.5,1,-6.597,1,0.0725,0.0889,0.000349,0.277,0.0491,140.009,4,1
3nAq2hCr1oWsIU54tS98pL,5K4W6rqBFWDnAN6FQUkS6x,Waves,The Life Of Pablo,Kanye West,2016-06-10,181573,75,spotify:user:kelsey2701,2021-07-11T00:09:54Z,"chicago rap,hip hop,rap",0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,4,1
5YbrqNUUleF39Ai3b3ruQy,27w1NoOLMX7tJMYqcetPyG,Liquor Locker,There's Alot Going On,VIC MENSA,2016-06-03,258120,53,spotify:user:kelsey2701,2021-07-11T00:10:08Z,"canadian hip hop,chicago rap,conscious hip hop,underground hip hop",0.497,0.433,6,-7.126,0,0.235,0.0534,0.0,0.0545,0.447,78.479,4,1
6bxUnsSGZCmoHHU5auwtps,"0c173mlxpT3dSFRgMO8XPh,55Aa2cqylxrFIXC767Z865,5ZS223C6JyBfXasXxrRqOk",Beware,Hall Of Fame (Deluxe),"Big Sean,Lil Wayne,Jhené Aiko",2013-01-01,235186,73,spotify:user:kelsey2701,2021-07-11T00:10:12Z,"detroit hip hop,hip hop,pop rap,r&b,rap,southern hip hop,trap,new orleans rap",0.7,0.554,1,-5.909,1,0.187,0.219,1.36e-06,0.419,0.0633,97.127,4,1
63rbP24OzfaQCJjsHWZXnY,"1Cs0zKBU1kc0i8ypK3B9ai,0jnsk9HBra6NMjO2oANoPY,0hCNtLu0JehylgoiP8L4Gh",Where Them Girls At (feat. Nicki Minaj & Flo Rida),Nothing but the Beat 2.0,"David Guetta,Flo Rida,Nicki Minaj",2011-08-24,210093,70,spotify:user:kelsey2701,2021-07-11T00:10:18Z,"big room,dance pop,edm,pop,pop dance,miami hip hop,pop rap,hip pop,queens hip hop,rap",0.664,0.872,3,-3.117,1,0.0396,0.0306,0.0,0.228,0.555,129.873,4,1
40mjsnRjCpycdUw3xhS20g,"7A8S43ryYdbWpJKeHRZRcq,0eDvMgVFoNV3TpwtrVCoTj,0Y5tJX1MQlPlqiwlOH1tJY",GATTI,JACKBOYS,"JACKBOYS,Pop Smoke,Travis Scott",2019-12-27,181144,77,spotify:user:kelsey2701,2021-07-11T00:10:22Z,"pop rap,brooklyn drill,rap,hip hop,slap house",0.594,0.676,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477,4,1
463CkQjx2Zk1yXoBuierM9,"6M2wZ9GZgrQXHCFfjv46we,4r63FhuTkUYltbVAg5TQnk",Levitating (feat. DaBaby),Levitating (feat. DaBaby),"Dua Lipa,DaBaby",2020-10-01,203064,74,spotify:user:kelsey2701,2021-07-11T00:11:07Z,"dance pop,pop,uk pop,hip hop,north carolina hip hop,pop rap,rap,trap",0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4,1
2q4rjDy9WhaN3o9MvDbO21,"6GMYJwaziB4ekv1Y6wCDWS,4p07QU02SrLsaORo25h2Lg",Kiss Me Thru The Phone,iSouljaBoyTellem,"Soulja Boy,Sammie",2008-01-01,193386,81,spotify:user:astaltari,2021-07-11T00:12:27Z,"atl hip hop,chicago bop,dance pop,pop rap,rap,southern hip hop,trap,hip pop,r&b,urban contemporary",0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,4,1
2LvRR121MWFmmEGkuV2vQP,"5ndkK3dpZLKtBklKjxNQwT,17lzZA2AlOHwCwFALHttmp",HeadBand (feat. 2 Chainz),Underground Luxury,"B.o.B,2 Chainz",2013-12-16,220240,69,spotify:user:astaltari,2021-07-11T00:12:30Z,"atl hip hop,dance pop,pop rap,rap,southern hip hop,hip hop,trap",0.919,0.506,1,-7.14,1,0.304,0.132,0.0,0.0771,0.273,97.465,4,1
1hGy2eLcmC8eKx7qr1tOqx,6S0dmVVn4udvppDhZIWxCr,Beautiful Girls,Beautiful Girls,Sean Kingston,2007-07-23,225373,81,spotify:user:astaltari,2021-07-11T00:15:37Z,"dance pop,miami hip hop,pop",0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,4,1
2BITQ360Knh6qNAOqR7Dyq,"6Xgp2XMz1fhVYe7i6yNAax,699OTQXzgjhIYAHMy9RyPD",Miss The Rage (feat. Playboi Carti),Miss The Rage (feat. Playboi Carti),"Trippie Redd,Playboi Carti",2021-05-07,236883,31,spotify:user:astaltari,2021-07-11T00:16:57Z,"melodic rap,rap,trap,atl hip hop,plugg,pluggnb,rage rap",0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,4,1
799f6Ih1Pu4AUApMyXhxUc,73sIBHcqh3Z3NyqHKZ7FOL,Bonfire,Camp,Childish Gambino,2011-11-15,192946,2,spotify:user:astaltari,2021-07-11T00:17:14Z,"atl hip hop,hip hop,rap",0.506,0.745,8,-6.044,1,0.331,0.0594,0.0,0.341,0.311,161.808,4,1
1G5ho820Xi2Qu3HsBZ26ft,"4hRL2QmahOYxXNmNKtG1AI,3KV3p5EY4AvKxOlhGHORLg",Womp Womp,Womp Womp,"Valee,Jeremih",2018-05-04,226533,54,spotify:user:kelsey2701,2021-07-11T00:11:55Z,"atl trap,chicago rap,underground hip hop,pop rap,r&b,southern hip hop,trap,urban contemporary",0.877,0.558,1,-4.896,1,0.342,0.066,0.0,0.0745,0.493,157.027,4,1
2hvlfr6ujLjDYKOMJy5PBF,0FWzNDaEu9jdgcYTbcOa4F,TAPP,WANT,3OH!3,2008-07-07,61826,28,spotify:user:kelsey2701,2021-07-11T00:12:03Z,"dance pop,electropowerpop,pop punk,pop rap,post-teen pop",0.865,0.798,11,-6.607,0,0.367,0.00276,0.71,0.367,0.106,125.005,5,1
21yRtB6B8EMounImAfHRCP,"4V8LLVI7PbaPR0K2TGSxFF,13ubrt8QOOCPljQ2FL1Kca",Who Dat Boy (feat. A$AP Rocky),Flower Boy,"Tyler, The Creator,A$AP Rocky",2017-07-21,205093,68,spotify:user:kelsey2701,2021-07-11T00:13:43Z,"hip hop,rap,east coast hip hop,trap",0.706,0.485,8,-9.671,1,0.331,0.337,0.0,0.122,0.144,115.414,4,1
6e0CvGZf7CouOpYF8toXHC,"6t1gpxYbY8OlLA7D2RiikQ,0TnOYISbd1XYRBk9myaseg,1SupJlEpv7RS2tPNRaHViT,5uEeqYFuIChoWKy34jp8xE",Body On My,Body On My,"Loud Luxury,Pitbull,Nicky Jam,Brando",2019-03-29,192506,63,spotify:user:astaltari,2021-07-11T00:13:56Z,"edm,pop dance,uk dance,dance pop,miami hip hop,pop,latin hip hop,reggaeton,trap latino,urbano latino",0.744,0.726,1,-4.675,1,0.0463,0.0399,0.0,0.374,0.687,121.985,4,1
4QNpBfC0zvjKqPJcyqBy9W,"0TnOYISbd1XYRBk9myaseg,4D75GcNG95ebPtNvoNVXhz,21E3waRsmPlU7jZsS13rcj,1ruutHJcECI7cos2n5TqpO",Give Me Everything (feat. Nayer),Planet Pit (Deluxe Version),"Pitbull,AFROJACK,Ne-Yo,Nayer",2011-06-17,252306,87,spotify:user:kelsey2701,2021-07-11T00:15:19Z,"dance pop,miami hip hop,pop,big room,dutch house,edm,electro house,pop dance,r&b,urban contemporary,deep dance pop",0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,4,1
62zFEHfAYl5kdHYOivj4BC,"0TnOYISbd1XYRBk9myaseg,7bXgB6jMjp9ATFy66eO08Z",International Love (feat. Chris Brown),Planet Pit (Deluxe Version),"Pitbull,Chris Brown",2011-06-17,227280,82,spotify:user:kelsey2701,2021-07-11T00:15:24Z,"dance pop,miami hip hop,pop,r&b,rap",0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,4,1
0x1LCpY9Rgeq97VPajm81B,"12PSlydMSjEHzSCj9X5qv7,3aQeKQSyrW4qWr35idm0cy",Cyclone (feat. T-Pain) - Main,Cyclone (feat. T-Pain) [Main],"Baby Bash,T-Pain",2007-07-31,222053,67,spotify:user:kelsey2701,2021-07-11T00:16:01Z,"chicano rap,latin hip hop,pop rap,southern hip hop,texas latin rap,urban contemporary,dance pop,gangster rap,hip hop,r&b,rap,trap",0.644,0.725,11,-4.618,1,0.0701,0.0112,0.0,0.146,0.584,77.977,4,1
0qJ0eDL9Szdylx4kRRCBQD,"0KpCz7V5XRkqKuM1JDf56O,37hAfseJWi0G3Scife12Il",Perfect (feat. City Girls),Trying To Find My Next Thrill,"Cousin Stizz,City Girls",2019-08-14,199266,50,spotify:user:kelsey2701,2021-07-11T00:16:26Z,"boston hip hop,underground hip hop,scam rap,trap queen",0.965,0.692,1,-4.08,1,0.22,0.102,3.06e-06,0.0875,0.422,123.999,4,1
4Q34FP1AT7GEl9oLgNtiWj,"1URnnhqYAYcrqrcwql10ft,0iEtIxbK0KxaSlF7G42ZOp,3TVXtAsR1Inumwj472S9r4",Mr. Right Now (feat. Drake),SAVAGE MODE II,"21 Savage,Metro Boomin,Drake",2020-10-02,193838,75,spotify:user:kelsey2701,2021-07-11T00:16:32Z,"atl hip hop,hip hop,rap,canadian hip hop,canadian pop,pop rap",0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08,4,1
6sghEq6gM4Ugadwa12H7Sa,3KuLo66B73btyQpdXlkqFx,Freak Hoe,Married to the Money,Speaker Knockerz,2013-04-18,165373,58,spotify:user:kelsey2701,2021-07-11T00:16:34Z,"melodic rap,south carolina hip hop,trap",0.794,0.871,11,-6.797,0,0.0632,0.1,0.0,0.384,0.729,89.997,4,1
2kQuhkFX7uSVepCD3h29g5,"0z4gvV4rjIZ9wHck67ucSV,7dGJo4pcD2V6oG8kP0tJRR",Smack That,Konvicted,"Akon,Eminem",2006-01-01,212360,88,spotify:user:kelsey2701,2021-07-11T00:17:07Z,"dance pop,detroit hip hop,hip hop,rap",0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,4,1
4iD3msRl5hJUBEtrQwnR4k,"4D75GcNG95ebPtNvoNVXhz,2d6W4cnC5XsVOaxtgaj9hA",Take over Control (feat. Eva Simons),Take over Control (feat. Eva Simons),"AFROJACK,Eva Simons",2011-01-04,220520,55,spotify:user:kelsey2701,2021-07-11T00:18:36Z,"big room,dance pop,dutch house,edm,electro house,pop dance,dutch pop",0.735,0.699,0,-4.435,0,0.084,0.121,2.82e-05,0.0809,0.603,129.944,4,1
3On0xk67ckVLs1qEpTF8mY,"6VD4UEUPvtsemqD3mmTqCR,3PtCud9dIdOv4exrzdZZ1C,3NKKngINK1tP6BFy0WOyWk",Bring It Back (feat. Max Styler),Bring It Back (feat. Max Styler),"Deorro,MAKJ,Max Styler",2018-10-19,165000,53,spotify:user:kelsey2701,2021-07-11T00:18:41Z,"dutch house,edm,electro house,melbourne bounce,melbourne bounce international,pop dance,progressive electro house,sky room,brostep,tech house",0.762,0.904,5,-4.064,1,0.0862,0.00167,0.841,0.436,0.518,127.962,4,1
1akgiRM3mN2nxu2AX6ACCW,1wgY8huggK60P5nvYrwcYT,I Love College,Asleep In The Bread Aisle,Asher Roth,2009-01-01,241933,60,spotify:user:kelsey2701,2021-07-11T00:19:12Z,indie pop rap,0.713,0.826,8,-4.075,1,0.243,0.0897,0.0,0.421,0.664,86.444,4,1
4knL4iPxPOZjQzTUlELGSY,"6Ha4aES39QiVjR0L2lwuwq,0hCNtLu0JehylgoiP8L4Gh",Rake It Up (feat. Nicki Minaj),I Still Am,"Yo Gotti,Nicki Minaj",2017-10-27,276333,68,spotify:user:astaltari,2021-07-11T00:19:42Z,"dirty south rap,gangster rap,memphis hip hop,rap,southern hip hop,tennessee hip hop,trap,hip pop,pop,queens hip hop",0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,4,1
5w1vhNA2OEWUQ371QzyMmM,"6Ha4aES39QiVjR0L2lwuwq,0hCNtLu0JehylgoiP8L4Gh",Down In the DM (feat. Nicki Minaj) - Remix,The Art of Hustle (Deluxe),"Yo Gotti,Nicki Minaj",2016-02-19,259072,62,spotify:user:astaltari,2021-07-11T00:20:22Z,"dirty south rap,gangster rap,memphis hip hop,rap,southern hip hop,tennessee hip hop,trap,hip pop,pop,queens hip hop",0.791,0.634,1,-7.684,0,0.0639,0.00243,5.43e-05,0.0812,0.323,152.961,4,1
6YwLgicpvVuMt1eE2OldwQ,"6VD4UEUPvtsemqD3mmTqCR,7bXgB6jMjp9ATFy66eO08Z",Five More Hours,Five More Hours,"Deorro,Chris Brown",2015-03-03,211975,69,spotify:user:kelsey2701,2021-07-11T00:20:34Z,"dutch house,edm,electro house,melbourne bounce,melbourne bounce international,pop dance,progressive electro house,r&b,rap",0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,4,1
3QybPutx0Tjk472bBKjNWn,2RDOrhPqAM4jzTRCEb19qX,Mo Bamba,Mo Bamba,Sheck Wes,2017-09-19,180897,0,spotify:user:kelsey2701,2021-07-11T00:20:52Z,"pop rap,rap,trap",0.738,0.629,6,-4.882,0,0.0495,0.268,0.00114,0.163,0.319,146.067,4,1
0r2Bul2NuCViraT2zX1l5j,"3ciRvbBIVz9fBoPbtSYq4x,44PA0rCQXikgOWbfY7Fq7m",Get Low,Kings Of Crunk,"Lil Jon & The East Side Boyz,Ying Yang Twins",2002-10-29,334066,78,spotify:user:kelsey2701,2021-07-11T00:21:05Z,"atl hip hop,atlanta bass,crunk,dirty south rap,old school atlanta hip hop,southern hip hop",0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,4,1
44CZRkOxv7UItaAUmh8PgN,00dwwnz3V4kRfu3UFYpJLz,Doses & Mimosas,Year of the Caprese,Cherub,2014,323253,72,spotify:user:kelsey2701,2021-07-11T00:24:23Z,,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,4,1
6oJ6le65B3SEqPwMRNXWjY,"23fqKkggKUBHNkbKtXEls4,6XpaIBNiVzIetEPCWDvAFP",Higher Love,Higher Love,"Kygo,Whitney Houston",2019-06-28,228267,77,spotify:user:kelsey2701,2021-07-11T00:24:47Z,"edm,pop,pop dance,tropical house,dance pop",0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,4,1
2ncLdwTd8qzkxiJjlbiOgC,0fA0VVWsXO9YnASrzqfmYu,Mr. Rager,Man On The Moon II: The Legend Of Mr. Rager,Kid Cudi,2010-01-01,294213,74,spotify:user:kelsey2701,2021-07-11T00:25:41Z,"hip hop,ohio hip hop,pop rap,rap",0.675,0.734,7,-8.659,1,0.0265,0.38,0.895,0.141,0.533,101.998,4,1
